
Timestamp_ms,Lux_Value,Temperature_C,Pressure_Pa,TTFM_us
3238,0,17.50,34701,180574
3238,0,17.50,34707,180575
3238,0,17.50,34706,180575
3238,0,17.40,34711,180574
3238,0,17.40,34716,180574
3238,0,17.40,34716,180571
3238,0,17.30,34720,180570
3238,0,17.30,34723,180561
3238,0,17.30,34727,180561
3239,0,17.20,34727,181555
3239,0,17.20,34730,181555
3239,0,17.10,34733,181549
3239,0,17.10,34735,181549
3238,0,17.10,34740,180580
3238,0,17.10,34742,180580
3238,0,17.00,34744,180578
3238,0,17.00,34744,180578
3238,0,17.00,34746,180578
3238,0,17.00,34747,180574
3238,0,17.00,34749,180574
3238,0,16.90,34749,180574
3238,0,16.90,34754,180574
3238,0,16.90,34756,180574
3238,0,16.90,34755,180570
3238,0,16.90,34757,180570
3238,0,16.80,34760,180570
3238,0,16.80,34762,180561
3238,0,16.80,34766,180561
3239,0,16.80,34767,181555
3238,0,16.70,34767,180555
3239,0,16.70,34769,181549
3239,0,16.70,34769,181549
3238,0,16.70,34773,180580
3238,0,16.70,34774,180580
3238,0,16.70,34775,180578
3238,0,16.60,34776,180578
3238,0,16.60,34778,180574
3238,0,16.60,34779,180574
3238,0,16.60,34781,180574
3238,0,16.50,34782,180575
3238,0,16.50,34785,180575
3238,0,16.50,34786,180575
3238,0,16.50,34786,180574
3238,0,16.50,34787,180571
3238,0,16.50,34791,180571
3238,0,16.50,34790,180561
3238,0,16.40,34793,180561
3238,0,16.40,34795,180555
3239,0,16.40,34795,181555
3239,0,16.40,34796,181549
3239,0,16.40,34801,181549
3238,0,16.40,34803,180580
3238,0,16.40,34803,180582
3238,0,16.30,34805,180578
3238,0,16.30,34806,180578
3238,0,16.30,34809,180574
3238,0,16.30,34811,180574
3238,0,16.30,34811,180574
3238,0,16.30,34814,180575
3238,0,16.30,34813,180575
3238,0,16.20,34814,180575
3238,0,16.20,34813,180570
3238,0,16.20,34812,180571
3238,0,16.20,34814,180571
3238,0,16.20,34813,180561
3238,0,16.20,34815,180561
3239,0,16.20,34817,181555
3238,0,16.20,34818,180555
3239,0,16.20,34819,181549
3239,0,16.10,34821,181549
3238,0,16.10,34824,180580
3238,0,16.10,34825,180580
3238,0,16.10,34825,180578
3238,0,16.10,34826,180578
3238,0,16.10,34828,180574
3238,0,16.00,34832,180574
3238,0,16.00,34833,180574
3238,0,16.00,34835,180574
3238,0,16.00,34835,180575
3238,0,16.00,34836,180575
3238,0,16.00,34838,180571
3238,0,16.00,34839,180571
3238,0,16.00,34842,180561
3238,0,15.90,34843,180561
3238,0,15.90,34847,180561
3239,0,15.90,34845,181555
3239,0,15.90,34846,181555
3239,0,15.90,34846,181549
3239,0,15.90,34845,181549
3238,0,15.90,34846,180582
3238,0,15.90,34848,180580
3238,0,15.90,34850,180578
3238,0,15.80,34851,180578
3238,0,15.80,34853,180574
3238,0,15.80,34855,180574
3238,0,15.80,34856,180574
3238,0,15.80,34856,180574
3238,0,15.80,34858,180575
3238,0,15.80,34858,180575
3238,0,15.80,34858,180571
3238,0,15.80,34862,180571
3238,0,15.80,34860,180571
3238,0,15.80,34862,180561
3238,0,15.80,34862,180561
3239,0,15.70,34860,181555
3239,0,15.70,34865,181555
3239,0,15.70,34866,181549
3239,0,15.70,34869,181549
3238,0,15.70,34870,180580
3238,0,15.70,34872,180582
3238,0,15.70,34871,180578
3238,0,15.70,34872,180578
3238,0,15.60,34872,180575
3238,0,15.60,34873,180575
3238,0,15.60,34875,180574
3238,0,15.60,34874,180575
3238,0,15.60,34877,180575
3238,0,15.60,34878,180575
Timestamp_ms,Lux_Value,Temperature_C,Pressure_Pa,TTFM_us
3350,0,14.40,34939,180814
Timestamp_ms,Lux_Value,Temperature_C,Pressure_Pa,TTFM_us
3342,0,15.30,34852,180566
3238,1,16.00,34798,180566
3238,0,15.50,34818,180563
3238,0,14.60,34886,180563
3238,0,13.60,34959,180556
3238,0,12.90,35021,180556
3238,0,12.20,35078,180585
3238,0,11.80,35123,180585
3238,0,11.30,35159,180584
3238,0,11.00,35188,180584
3238,0,10.70,35214,180580
3238,0,10.50,35238,180579
3238,0,10.30,35255,180579
3238,0,10.10,35273,180574
3238,0,10.00,35286,180575
3238,0,9.80,35297,180575
3238,0,9.70,35305,180571
3238,0,9.60,35318,180571
3238,0,9.50,35326,180571
3238,0,9.40,35334,180563
3238,0,9.40,35344,180563
3238,0,9.30,35351,180556
3238,0,9.20,35356,180556
3238,0,9.10,35367,180556
3239,0,9.10,35374,181550
3238,0,9.00,35378,180583
3238,0,9.00,35384,180582
3238,0,8.90,35390,180581
3238,0,8.80,35395,180580
3238,0,8.80,35400,180578
3238,0,8.70,35407,180578
3238,0,8.60,35411,180574
3238,0,8.50,35417,180574
3238,0,8.50,35423,180575
3238,0,8.40,35431,180574
3238,0,8.40,35438,180571
3238,0,8.30,35441,180571
3238,0,8.20,35444,180571
3238,0,8.20,35450,180563
3238,0,8.50,35479,180563
3238,0,9.00,35391,180556
3238,0,9.10,35382,180556
3239,0,9.10,35382,181550
3239,0,9.00,35386,181550
3238,0,8.90,35391,180583
3238,0,8.90,35386,180583
3238,0,8.80,35399,180580
3238,0,8.80,35398,180580
3238,0,8.70,35406,180579
3238,0,8.70,35410,180579
3238,0,8.60,35421,180575
3238,0,8.50,35425,180574
3238,0,8.40,35432,180574
3238,0,8.30,35438,180574
3238,0,8.30,35444,180571
3238,0,8.20,35453,180571
3238,0,8.10,35456,180563
3238,0,8.00,35460,180563
3238,0,8.00,35469,180556
3238,0,7.90,35471,180556
3238,0,7.80,35476,180556
3239,0,7.70,35479,181550
3239,0,7.70,35489,181550
3238,0,7.60,35496,180583
3238,0,7.50,35500,180583
3238,0,7.40,35509,180580
3238,0,7.40,35513,180580
3238,0,7.30,35519,180579
3238,0,7.30,35522,180578
3238,0,7.20,35533,180574
3238,0,7.10,35540,180575
3238,0,7.10,35543,180575
3238,0,7.00,35546,180575
3238,0,6.90,35555,180571
3238,0,6.90,35561,180571
3238,0,6.80,35563,180563
3238,0,6.70,35567,180563
3238,0,6.70,35570,180556
3238,0,6.60,35576,180556
3238,0,6.60,35582,180556
3239,0,6.50,35586,181550
3239,0,6.50,35589,181550
3238,0,6.40,35594,180583
3238,0,6.40,35597,180580
3238,0,6.30,35602,180580
3238,0,6.30,35608,180578
3238,0,6.20,35610,180578
3238,0,6.20,35615,180578
3238,0,6.20,35617,180574
3238,0,6.10,35623,180575
3238,0,6.10,35627,180574
3238,0,6.10,35625,180575
3238,0,6.00,35633,180571
3238,0,6.00,35636,180571
3238,0,6.00,35640,180571
3238,0,5.90,35643,180556
3238,0,5.90,35646,180556
3238,0,5.90,35647,180556
3238,0,5.80,35648,180556
3238,0,5.80,35652,180556
3239,0,5.80,35652,181555
3239,0,5.80,35656,181555
3239,0,5.70,35657,181555
3239,0,5.70,35658,181555
3239,0,5.70,35661,181555
3239,0,5.70,35664,181555
3239,0,5.60,35666,181555
3239,0,5.60,35668,181555
3238,0,5.60,35668,180555
3239,0,5.60,35670,181555
3239,0,5.60,35672,181555
3239,0,5.60,35673,181555
3239,0,5.50,35674,181555
3239,0,5.50,35675,181555
3239,0,5.50,35674,181555
3239,0,5.50,35677,181555
3239,0,5.50,35678,181555
3239,0,5.40,35682,181555
3239,0,5.40,35684,181555
3238,0,5.40,35683,180555
3239,0,5.40,35685,181555
3238,0,5.40,35683,180555
3238,0,5.40,35686,180555
3239,0,5.40,35683,181555
3239,0,5.40,35691,181555
3239,0,5.30,35691,181555
3239,0,5.30,35690,181555
3239,0,5.30,35691,181555
3239,0,5.30,35691,181555
3239,0,5.30,35695,181555
3239,0,5.30,35696,181555
3239,0,5.30,35699,181555
3239,0,5.30,35697,181555
3239,0,5.30,35701,181555
3238,0,5.30,35704,180561
3239,0,5.30,35701,181555
3239,0,5.20,35700,181555
3238,0,5.20,35700,180555
3239,0,5.30,35701,181555
3239,0,5.20,35703,181555
3239,0,5.20,35703,181555
3238,0,5.20,35703,180555
3239,0,5.20,35705,181555
3239,0,5.20,35704,181555
3238,0,5.20,35704,180555
3238,0,5.20,35702,180555
3239,0,5.20,35702,181555
3239,0,5.20,35700,181555
3239,0,5.20,35703,181555
3239,0,5.20,35703,181555
3239,0,5.20,35704,181555
3239,0,5.20,35705,181555
3238,0,5.20,35703,180555
3239,0,5.20,35706,181555
3238,0,5.20,35707,180561
3239,0,5.20,35700,181555
3239,0,5.20,35701,181555
3239,0,5.20,35699,181555
3239,0,5.20,35699,181555
3239,0,5.20,35700,181555
3239,0,5.20,35700,181555
3238,0,5.20,35700,180555
3239,0,5.20,35704,181555
3239,0,5.20,35699,181555
3238,0,5.20,35698,180555
3239,0,5.10,35702,181555
3239,0,5.10,35703,181555
3238,0,5.10,35700,180555
3239,0,5.10,35704,181555
3239,0,5.10,35701,181555
3239,0,5.10,35698,181555
3239,0,5.10,35703,181555
3239,0,5.10,35700,181555
3239,0,5.10,35698,181555
3239,0,5.10,35705,181555
3238,0,5.10,35699,180555
3238,0,5.10,35700,180555
3238,0,5.10,35695,180561
3239,0,5.10,35697,181555
3239,0,5.10,35691,181555
3239,0,5.00,35699,181555
3238,0,5.00,35701,180555
3239,0,5.00,35700,181555
3239,0,5.00,35699,181555
3238,0,5.00,35702,180555
3238,0,5.00,35699,180561
3239,0,5.00,35702,181555
3239,0,4.90,35708,181555
3238,0,4.90,35704,180555
3239,0,4.90,35703,181555
3239,0,4.90,35710,181555
3238,0,4.80,35705,180555
3239,0,4.80,35712,181555
3238,0,4.80,35709,180555
3239,0,4.80,35712,181555
3238,0,4.80,35711,180555
3239,0,4.80,35717,181555
3239,0,4.70,35720,181555
3238,0,4.70,35718,180555
3239,0,4.70,35721,181555
3239,0,4.70,35726,181555
3239,0,4.60,35727,181555
3239,0,4.60,35724,181555
3239,0,4.60,35737,181555
3238,0,4.50,35733,180555
3239,0,4.50,35735,181555
3238,0,4.50,35737,180555
3239,0,4.50,35737,181555
3239,0,4.40,35737,181555
3239,0,4.40,35738,181555
3239,0,4.40,35739,181555
3239,0,4.40,35743,181555
3239,0,4.30,35738,181555
3239,0,4.30,35741,181555
3239,0,4.30,35741,181555
3239,0,4.30,35741,181555
3239,0,4.30,35742,181555
3239,0,4.20,35741,181555
3238,0,4.20,35743,180555
3239,0,4.20,35748,181555
3239,0,4.20,35749,181555
3238,0,4.20,35753,180555
3239,0,4.20,35753,181555
3239,0,4.20,35752,181555
3239,0,4.20,35757,181555
3239,0,4.20,35758,181555
3239,0,4.20,35758,181555
3238,0,4.20,35763,180555
3239,0,4.10,35763,181555
3239,0,4.10,35763,181555
3239,0,4.10,35764,181555
3239,0,4.10,35762,181555
3239,0,4.10,35765,181555
3239,0,4.10,35765,181555
3239,0,4.10,35764,181555
3239,0,4.10,35768,181555
3239,0,4.10,35767,181555
3239,0,4.10,35768,181555
3239,0,4.10,35768,181555
3239,0,4.10,35766,181555
3239,0,4.10,35774,181555
3239,0,4.10,35772,181555
3239,0,4.10,35776,181555
3239,0,4.10,35777,181555
3238,0,4.10,35780,180555
3239,0,4.10,35782,181555
3239,0,4.10,35781,181555
3239,0,4.10,35780,181555
3239,0,4.10,35784,181555
3239,0,4.10,35784,181555
3239,0,4.10,35783,181555
3239,0,4.10,35783,181555
3238,0,4.10,35788,180555
3239,0,4.10,35784,181555
3239,0,4.10,35784,181555
3239,0,4.10,35781,181555
3238,0,4.10,35784,180555
3239,0,4.10,35783,181555
3239,0,4.20,35782,181555
3239,0,4.10,35779,181555
3239,0,4.20,35779,181555
3239,0,4.20,35776,181555
3239,0,4.20,35780,181555
3239,0,4.20,35773,181555
3239,0,4.20,35772,181555
3239,0,4.20,35771,181555
3239,0,4.20,35768,181555
3239,0,4.20,35766,181555
3239,0,4.20,35764,181555
3239,0,4.20,35765,181555
3239,0,4.20,35769,181555
3239,0,4.20,35770,181555
3238,0,4.20,35773,180555
3239,0,4.20,35773,181555
3238,0,4.20,35771,180555
3239,0,4.20,35770,181555
3239,0,4.20,35772,181555
3238,0,4.30,35771,180555
3238,0,4.30,35771,180555
3239,0,4.30,35770,181555
3239,0,4.30,35770,181555
3239,0,4.30,35771,181555
3239,0,4.30,35769,181555
3239,0,4.30,35768,181555
3239,0,4.30,35767,181555
3239,0,4.30,35773,181555
3239,0,4.30,35773,181555
3239,0,4.30,35773,181555
3239,0,4.30,35776,181555
3239,0,4.30,35777,181555
3239,0,4.40,35778,181555
3239,0,4.40,35776,181555
3239,0,4.40,35773,181555
3239,0,4.40,35769,181555
3238,0,4.40,35772,180555
3239,0,4.40,35772,181555
3238,0,4.40,35771,180555
3239,0,4.40,35768,181555
3239,0,4.40,35765,181555
3239,0,4.40,35767,181555
3239,0,4.40,35766,181555
3239,0,4.40,35770,181555
3239,0,4.40,35765,181555
3238,0,4.50,35770,180555
3239,0,4.50,35766,181555
3239,0,4.50,35763,181555
3239,0,4.50,35759,181555
3239,0,4.50,35762,181555
3239,0,4.50,35759,181555
3239,0,4.50,35756,181555
3239,0,4.50,35759,181555
3239,0,4.50,35756,181555
3239,0,4.50,35756,181555
3239,0,4.50,35756,181555
3239,0,4.50,35757,181555
3239,0,4.50,35755,181555
3239,0,4.50,35755,181555
3239,0,4.50,35755,181555
3238,0,4.50,35754,180555
3239,0,4.50,35755,181555
3239,0,4.50,35751,181555
3238,0,4.50,35755,180555
3238,0,4.50,35754,180555
3239,0,4.50,35752,181555
3239,0,4.50,35751,181555
3239,0,4.50,35751,181555
3239,0,4.50,35754,181555
3239,0,4.50,35751,181555
3239,0,4.50,35752,181555
3239,0,4.50,35750,181555
3238,0,4.50,35753,180555
3239,0,4.40,35753,181555
3239,0,4.40,35754,181555
3239,0,4.40,35757,181555
3239,0,4.40,35755,181555
3239,0,4.40,35760,181555
3238,0,4.40,35759,180555
3238,0,4.40,35763,180555
3238,0,4.30,35766,180555
3238,0,4.30,35767,180555
3239,0,4.30,35768,181555
3239,0,4.30,35768,181555
3239,0,4.30,35768,181555
3239,0,4.30,35771,181555
3239,0,4.20,35772,181555
3238,0,4.20,35772,180555
3239,0,4.20,35776,181555
3238,0,4.20,35778,180555
3238,0,4.20,35779,180555
3239,0,4.10,35781,181555
3239,0,4.10,35785,181555
3239,0,4.10,35786,181555
3238,0,4.10,35791,180555
3239,0,4.00,35792,181555
3239,0,4.00,35794,181555
3238,0,4.00,35795,180555
3239,0,4.00,35797,181555
3239,0,4.00,35796,181555
3239,0,3.90,35799,181555
3239,0,3.90,35800,181555
3238,0,3.90,35800,180555
3239,0,3.90,35802,181555
3239,0,3.90,35804,181555
3239,0,3.90,35806,181555
3239,0,3.90,35807,181555
3239,0,3.90,35806,181555
3239,0,3.90,35807,181555
3239,0,3.80,35810,181555
3238,0,3.80,35810,180555
3239,0,3.80,35815,181555
3238,0,3.80,35814,180555
3238,0,3.80,35813,180555
3239,0,3.80,35815,181555
3239,0,3.80,35818,181555
3239,0,3.80,35818,181555
3238,0,3.80,35819,180555
3239,0,3.80,35820,181555
3239,0,3.80,35823,181555
3238,0,3.80,35822,180555
3239,0,3.80,35822,181555
3239,0,3.80,35824,181555
3239,0,3.80,35824,181555
3238,0,3.80,35825,180555
3238,0,3.80,35827,180561
3239,0,3.80,35826,181555
3239,0,3.80,35828,181555
3239,0,3.80,35830,181555
3239,0,3.80,35826,181555
3239,0,3.80,35829,181555
3238,0,3.80,35830,180555
3239,0,3.80,35827,181555
3239,0,3.80,35828,181555
3239,0,3.80,35831,181555
3239,0,3.90,35827,181555
3239,0,3.80,35829,181555
3239,0,3.90,35828,181555
3239,0,3.90,35831,181555
3239,0,3.90,35829,181555
3238,0,3.90,35829,180555
3239,0,3.90,35825,181555
3239,0,3.90,35826,181555
3239,0,3.90,35823,181555
3239,0,3.90,35826,181555
3239,0,3.90,35825,181555
3239,0,3.90,35824,181555
3239,0,3.90,35824,181555
3239,0,3.90,35823,181555
3239,0,3.90,35826,181555
3239,0,3.90,35823,181555
3239,0,3.90,35823,181555
3239,0,4.00,35822,181555
3239,0,3.90,35824,181555
3238,0,4.00,35822,180555
3239,0,4.00,35821,181555
3239,0,4.00,35817,181555
3239,0,4.00,35819,181555
3239,10,4.00,35818,181557
3260,0,4.20,36016,180817
3239,0,2.50,35932,181555
3239,0,0.60,36054,181555
3239,0,-0.90,36179,181555
3239,0,-2.10,36284,181555
3239,0,-3.20,36372,181555
3239,0,-4.40,36466,181549
3239,0,-5.40,36549,181549
3239,0,-6.30,36629,181549
3239,0,-7.20,36710,181555
3239,0,-8.10,36786,181549
3239,0,-9.00,36855,181549
3239,0,-9.60,36915,181549
3239,0,-10.30,36973,181549
3239,0,-10.90,37032,181544
3239,0,-11.50,37086,181546
3239,0,-12.00,37128,181148
3239,0,-12.50,37171,181546
3239,0,-12.90,37210,181544
3239,0,-13.30,37250,181542
3239,0,-13.60,37290,181532
3239,0,-14.00,37322,181542
3239,0,-14.30,37353,181540
3239,0,-14.60,37386,181532
3239,0,-14.90,37413,181538
3239,0,-15.20,37440,181540
3239,0,-15.40,37464,181540
3239,0,-15.70,37494,181539
3239,0,-15.90,37520,181540
3239,0,-16.20,37546,181137
3239,0,-16.40,37568,181540
3239,0,-16.70,37594,181540
3239,0,-16.90,37619,181532
3239,0,-17.10,37644,181532
3239,0,-17.40,37671,181532
3239,0,-17.60,37697,181137
3239,0,-17.80,37721,181532
3239,0,-18.10,37747,181532
3239,0,-18.30,37766,181134
3239,0,-18.60,37797,181137
3239,0,-18.80,37820,181532
3239,0,-19.00,37844,181139
3239,0,-19.30,37869,181134
3239,0,-19.50,37890,181532
3239,0,-19.70,37916,181532
3239,0,-19.90,37936,181134
3239,0,-20.10,37960,181134
3239,0,-20.30,37983,181134
3239,0,-20.50,38002,181134
3239,0,-20.80,38021,181134
3239,0,-20.90,38040,181133
3239,0,-21.10,38060,181134
3239,0,-21.20,38078,181134
3239,0,-21.30,38091,181532
3239,0,-21.40,38105,181134
3239,0,-21.50,38118,181134
3239,0,-21.50,38122,181532
3239,0,-21.60,38136,181134
3239,0,-21.60,38143,181134
3239,0,-21.70,38150,181136
3239,0,-21.70,38160,181137
3239,0,-21.80,38168,181532
3239,0,-21.80,38175,181134
